t1 	20220708 	B 	- 	0 	NULL 
t16 	20220720 	L 	- 	0 	NULL 
t1 	20220720 	D 	- 	0 	NULL 
t2 	20220720 	D 	- 	0 	NULL 
t3 	20220720 	D 	- 	0 	NULL 
t4 	20220720 	D 	- 	0 	NULL 
t5 	20220720 	D 	- 	0 	NULL 
t6 	20220720 	D 	- 	0 	NULL 
t7 	20220720 	D 	- 	0 	NULL 
t8 	20220720 	D 	- 	0 	NULL 
t9 	20220720 	D 	- 	0 	NULL 
t10 	20220720 	D 	- 	0 	NULL 
t11 	20220720 	D 	- 	0 	NULL 
t12 	20220720 	D 	- 	0 	NULL 
t13 	20220720 	D 	- 	0 	NULL 
t14 	20220720 	D 	- 	0 	NULL 
t15 	20220720 	D 	- 	0 	NULL 
t16 	20220720 	D 	- 	0 	NULL 
t1 	20220721 	B 	- 	0 	NULL 
t2 	20220721 	B 	- 	0 	NULL 
t3 	20220721 	B 	- 	0 	NULL 
t4 	20220721 	B 	- 	0 	NULL 
t5 	20220721 	B 	- 	0 	NULL 
t6 	20220721 	B 	- 	0 	NULL 
t7 	20220721 	B 	- 	0 	NULL 
t8 	20220721 	B 	- 	0 	NULL 
t9 	20220721 	B 	- 	0 	NULL 
t10 	20220721 	B 	- 	0 	NULL 
t11 	20220721 	B 	- 	0 	NULL 
t12 	20220721 	B 	- 	0 	NULL 
t13 	20220721 	B 	- 	0 	NULL 
t14 	20220721 	B 	- 	0 	NULL 
t15 	20220721 	B 	- 	0 	NULL 
t16 	20220721 	B 	- 	0 	NULL 
t1 	20220721 	L 	- 	0 	NULL 
t2 	20220721 	L 	- 	0 	NULL 
t3 	20220721 	L 	- 	0 	NULL 
t4 	20220721 	L 	- 	0 	NULL 
t5 	20220721 	L 	- 	0 	NULL 
t6 	20220721 	L 	- 	0 	NULL 
t7 	20220721 	L 	- 	0 	NULL 
t8 	20220721 	L 	- 	0 	NULL 
t9 	20220721 	L 	- 	0 	NULL 
t10 	20220721 	L 	- 	0 	NULL 
t11 	20220721 	L 	- 	0 	NULL 
t12 	20220721 	L 	- 	0 	NULL 
t13 	20220721 	L 	- 	0 	NULL 
t14 	20220721 	L 	- 	0 	NULL 
t15 	20220721 	L 	- 	0 	NULL 
t16 	20220721 	L 	- 	0 	NULL 
t1 	20220721 	D 	- 	0 	NULL 
t2 	20220721 	D 	- 	0 	NULL 
t3 	20220721 	D 	- 	0 	NULL 
t4 	20220721 	D 	- 	0 	NULL 
t5 	20220721 	D 	- 	0 	NULL 
t6 	20220721 	D 	- 	0 	NULL 
t7 	20220721 	D 	- 	0 	NULL 
t8 	20220721 	D 	- 	0 	NULL 
t9 	20220721 	D 	- 	0 	NULL 
t10 	20220721 	D 	- 	0 	NULL 
t11 	20220721 	D 	- 	0 	NULL 
t12 	20220721 	D 	- 	0 	NULL 
t13 	20220721 	D 	- 	0 	NULL 
t14 	20220721 	D 	- 	0 	NULL 
t15 	20220721 	D 	- 	0 	NULL 
t16 	20220721 	D 	- 	0 	NULL 
t1 	20220722 	B 	- 	0 	NULL 
t2 	20220722 	B 	- 	0 	NULL 
t3 	20220722 	B 	- 	0 	NULL 
t4 	20220722 	B 	- 	0 	NULL 
t5 	20220722 	B 	- 	0 	NULL 
t6 	20220722 	B 	- 	0 	NULL 
t7 	20220722 	B 	- 	0 	NULL 
t8 	20220722 	B 	- 	0 	NULL 
t9 	20220722 	B 	- 	0 	NULL 
t10 	20220722 	B 	- 	0 	NULL 
t11 	20220722 	B 	- 	0 	NULL 
t12 	20220722 	B 	- 	0 	NULL 
t13 	20220722 	B 	- 	0 	NULL 
t14 	20220722 	B 	- 	0 	NULL 
t15 	20220722 	B 	- 	0 	NULL 
t16 	20220722 	B 	- 	0 	NULL 
t1 	20220722 	L 	- 	0 	NULL 
t2 	20220722 	L 	- 	0 	NULL 
t3 	20220722 	L 	- 	0 	NULL 
t4 	20220722 	L 	- 	0 	NULL 
t5 	20220722 	L 	- 	0 	NULL 
t6 	20220722 	L 	- 	0 	NULL 
t7 	20220722 	L 	- 	0 	NULL 
t8 	20220722 	L 	- 	0 	NULL 
t9 	20220722 	L 	- 	0 	NULL 
t10 	20220722 	L 	- 	0 	NULL 
t11 	20220722 	L 	- 	0 	NULL 
t12 	20220722 	L 	- 	0 	NULL 
t13 	20220722 	L 	- 	0 	NULL 
t14 	20220722 	L 	- 	0 	NULL 
t15 	20220722 	L 	- 	0 	NULL 
t16 	20220722 	L 	- 	0 	NULL 
t1 	20220722 	D 	- 	0 	NULL 
t2 	20220722 	D 	- 	0 	NULL 
t3 	20220722 	D 	- 	0 	NULL 
t4 	20220722 	D 	- 	0 	NULL 
t5 	20220722 	D 	- 	0 	NULL 
t6 	20220722 	D 	- 	0 	NULL 
t7 	20220722 	D 	- 	0 	NULL 
t8 	20220722 	D 	- 	0 	NULL 
t9 	20220722 	D 	- 	0 	NULL 
t10 	20220722 	D 	- 	0 	NULL 
t11 	20220722 	D 	- 	0 	NULL 
t12 	20220722 	D 	- 	0 	NULL 
t13 	20220722 	D 	- 	0 	NULL 
t14 	20220722 	D 	- 	0 	NULL 
t15 	20220722 	D 	- 	0 	NULL 
t16 	20220722 	D 	- 	0 	NULL 
t1 	20220723 	B 	- 	0 	NULL 
t2 	20220723 	B 	- 	0 	NULL 
t3 	20220723 	B 	- 	0 	NULL 
t4 	20220723 	B 	- 	0 	NULL 
t5 	20220723 	B 	- 	0 	NULL 
t6 	20220723 	B 	- 	0 	NULL 
t7 	20220723 	B 	- 	0 	NULL 
t8 	20220723 	B 	- 	0 	NULL 
t9 	20220723 	B 	- 	0 	NULL 
t10 	20220723 	B 	- 	0 	NULL 
t11 	20220723 	B 	- 	0 	NULL 
t12 	20220723 	B 	- 	0 	NULL 
t13 	20220723 	B 	- 	0 	NULL 
t14 	20220723 	B 	- 	0 	NULL 
t15 	20220723 	B 	- 	0 	NULL 
t16 	20220723 	B 	- 	0 	NULL 
t1 	20220723 	L 	- 	0 	NULL 
t2 	20220723 	L 	- 	0 	NULL 
t3 	20220723 	L 	- 	0 	NULL 
t4 	20220723 	L 	- 	0 	NULL 
t5 	20220723 	L 	- 	0 	NULL 
t6 	20220723 	L 	- 	0 	NULL 
t7 	20220723 	L 	- 	0 	NULL 
t8 	20220723 	L 	- 	0 	NULL 
t9 	20220723 	L 	- 	0 	NULL 
t10 	20220723 	L 	- 	0 	NULL 
t11 	20220723 	L 	- 	0 	NULL 
t12 	20220723 	L 	- 	0 	NULL 
t13 	20220723 	L 	- 	0 	NULL 
t14 	20220723 	L 	- 	0 	NULL 
t15 	20220723 	L 	- 	0 	NULL 
t16 	20220723 	L 	- 	0 	NULL 
t1 	20220723 	D 	- 	0 	NULL 
t2 	20220723 	D 	- 	0 	NULL 
t3 	20220723 	D 	- 	0 	NULL 
t4 	20220723 	D 	- 	0 	NULL 
t5 	20220723 	D 	- 	0 	NULL 
t6 	20220723 	D 	- 	0 	NULL 
t7 	20220723 	D 	- 	0 	NULL 
t8 	20220723 	D 	- 	0 	NULL 
t9 	20220723 	D 	- 	0 	NULL 
t10 	20220723 	D 	- 	0 	NULL 
t11 	20220723 	D 	- 	0 	NULL 
t12 	20220723 	D 	- 	0 	NULL 
t13 	20220723 	D 	- 	0 	NULL 
t14 	20220723 	D 	- 	0 	NULL 
t15 	20220723 	D 	- 	0 	NULL 
t16 	20220723 	D 	- 	0 	NULL 
t1 	20220724 	B 	- 	0 	NULL 
t2 	20220724 	B 	- 	0 	NULL 
t3 	20220724 	B 	- 	0 	NULL 
t4 	20220724 	B 	- 	0 	NULL 
t5 	20220724 	B 	- 	0 	NULL 
t6 	20220724 	B 	- 	0 	NULL 
t7 	20220724 	B 	- 	0 	NULL 
t8 	20220724 	B 	- 	0 	NULL 
t9 	20220724 	B 	- 	0 	NULL 
t10 	20220724 	B 	- 	0 	NULL 
t11 	20220724 	B 	- 	0 	NULL 
t12 	20220724 	B 	- 	0 	NULL 
t13 	20220724 	B 	- 	0 	NULL 
t14 	20220724 	B 	- 	0 	NULL 
t15 	20220724 	B 	- 	0 	NULL 
t16 	20220724 	B 	- 	0 	NULL 
t1 	20220724 	L 	- 	0 	NULL 
t2 	20220724 	L 	- 	0 	NULL 
t3 	20220724 	L 	- 	0 	NULL 
t4 	20220724 	L 	- 	0 	NULL 
t5 	20220724 	L 	- 	0 	NULL 
t6 	20220724 	L 	- 	0 	NULL 
t7 	20220724 	L 	- 	0 	NULL 
t8 	20220724 	L 	- 	0 	NULL 
t9 	20220724 	L 	- 	0 	NULL 
t10 	20220724 	L 	- 	0 	NULL 
t11 	20220724 	L 	- 	0 	NULL 
t12 	20220724 	L 	- 	0 	NULL 
t13 	20220724 	L 	- 	0 	NULL 
t14 	20220724 	L 	- 	0 	NULL 
t15 	20220724 	L 	- 	0 	NULL 
t16 	20220724 	L 	- 	0 	NULL 
t1 	20220724 	D 	- 	0 	NULL 
t2 	20220724 	D 	- 	0 	NULL 
t3 	20220724 	D 	- 	0 	NULL 
t4 	20220724 	D 	- 	0 	NULL 
t5 	20220724 	D 	- 	0 	NULL 
t6 	20220724 	D 	- 	0 	NULL 
t7 	20220724 	D 	- 	0 	NULL 
t8 	20220724 	D 	- 	0 	NULL 
t9 	20220724 	D 	- 	0 	NULL 
t10 	20220724 	D 	- 	0 	NULL 
t11 	20220724 	D 	- 	0 	NULL 
t12 	20220724 	D 	- 	0 	NULL 
t13 	20220724 	D 	- 	0 	NULL 
t14 	20220724 	D 	- 	0 	NULL 
t15 	20220724 	D 	- 	0 	NULL 
t16 	20220724 	D 	- 	0 	NULL 
t1 	20220725 	B 	- 	0 	NULL 
t2 	20220725 	B 	- 	0 	NULL 
t3 	20220725 	B 	- 	0 	NULL 
t4 	20220725 	B 	- 	0 	NULL 
t5 	20220725 	B 	- 	0 	NULL 
t6 	20220725 	B 	- 	0 	NULL 
t7 	20220725 	B 	- 	0 	NULL 
t8 	20220725 	B 	- 	0 	NULL 
t9 	20220725 	B 	- 	0 	NULL 
t10 	20220725 	B 	- 	0 	NULL 
t11 	20220725 	B 	- 	0 	NULL 
t12 	20220725 	B 	- 	0 	NULL 
t13 	20220725 	B 	- 	0 	NULL 
t14 	20220725 	B 	- 	0 	NULL 
t15 	20220725 	B 	- 	0 	NULL 
t16 	20220725 	B 	- 	0 	NULL 
t1 	20220725 	L 	- 	0 	NULL 
t2 	20220725 	L 	- 	0 	NULL 
t3 	20220725 	L 	- 	0 	NULL 
t4 	20220725 	L 	- 	0 	NULL 
t5 	20220725 	L 	- 	0 	NULL 
t6 	20220725 	L 	- 	0 	NULL 
t7 	20220725 	L 	- 	0 	NULL 
t8 	20220725 	L 	- 	0 	NULL 
t9 	20220725 	L 	- 	0 	NULL 
t10 	20220725 	L 	- 	0 	NULL 
t11 	20220725 	L 	- 	0 	NULL 
t12 	20220725 	L 	- 	0 	NULL 
t13 	20220725 	L 	- 	0 	NULL 
t14 	20220725 	L 	- 	0 	NULL 
t15 	20220725 	L 	- 	0 	NULL 
t16 	20220725 	L 	- 	0 	NULL 
t1 	20220725 	D 	- 	0 	NULL 
t2 	20220725 	D 	- 	0 	NULL 
t3 	20220725 	D 	- 	0 	NULL 
t4 	20220725 	D 	- 	0 	NULL 
t5 	20220725 	D 	- 	0 	NULL 
t6 	20220725 	D 	- 	0 	NULL 
t7 	20220725 	D 	- 	0 	NULL 
t8 	20220725 	D 	- 	0 	NULL 
t9 	20220725 	D 	- 	0 	NULL 
t10 	20220725 	D 	- 	0 	NULL 
t11 	20220725 	D 	- 	0 	NULL 
t12 	20220725 	D 	- 	0 	NULL 
t13 	20220725 	D 	- 	0 	NULL 
t14 	20220725 	D 	- 	0 	NULL 
t15 	20220725 	D 	- 	0 	NULL 
t16 	20220725 	D 	- 	0 	NULL 
t1 	20220726 	B 	- 	0 	NULL 
t2 	20220726 	B 	- 	0 	NULL 
t3 	20220726 	B 	- 	0 	NULL 
t4 	20220726 	B 	- 	0 	NULL 
t5 	20220726 	B 	- 	0 	NULL 
t6 	20220726 	B 	- 	0 	NULL 
t7 	20220726 	B 	- 	0 	NULL 
t8 	20220726 	B 	- 	0 	NULL 
t9 	20220726 	B 	- 	0 	NULL 
t10 	20220726 	B 	- 	0 	NULL 
t11 	20220726 	B 	- 	0 	NULL 
t12 	20220726 	B 	- 	0 	NULL 
t13 	20220726 	B 	- 	0 	NULL 
t14 	20220726 	B 	- 	0 	NULL 
t15 	20220726 	B 	- 	0 	NULL 
t16 	20220726 	B 	- 	0 	NULL 
t1 	20220726 	L 	- 	0 	NULL 
t2 	20220726 	L 	- 	0 	NULL 
t3 	20220726 	L 	- 	0 	NULL 
t4 	20220726 	L 	- 	0 	NULL 
t5 	20220726 	L 	- 	0 	NULL 
t6 	20220726 	L 	- 	0 	NULL 
t7 	20220726 	L 	- 	0 	NULL 
t8 	20220726 	L 	- 	0 	NULL 
t9 	20220726 	L 	- 	0 	NULL 
t10 	20220726 	L 	- 	0 	NULL 
t11 	20220726 	L 	- 	0 	NULL 
t12 	20220726 	L 	- 	0 	NULL 
t13 	20220726 	L 	- 	0 	NULL 
t14 	20220726 	L 	- 	0 	NULL 
t15 	20220726 	L 	- 	0 	NULL 
t16 	20220726 	L 	- 	0 	NULL 
t1 	20220726 	D 	- 	0 	NULL 
t2 	20220726 	D 	- 	0 	NULL 
t3 	20220726 	D 	- 	0 	NULL 
t4 	20220726 	D 	- 	0 	NULL 
t5 	20220726 	D 	- 	0 	NULL 
t6 	20220726 	D 	- 	0 	NULL 
t7 	20220726 	D 	- 	0 	NULL 
t8 	20220726 	D 	- 	0 	NULL 
t9 	20220726 	D 	- 	0 	NULL 
t10 	20220726 	D 	- 	0 	NULL 
t11 	20220726 	D 	- 	0 	NULL 
t12 	20220726 	D 	- 	0 	NULL 
t13 	20220726 	D 	- 	0 	NULL 
t14 	20220726 	D 	- 	0 	NULL 
t15 	20220726 	D 	- 	0 	NULL 
t16 	20220726 	D 	- 	0 	NULL 
t1 	20220727 	B 	- 	0 	NULL 
t2 	20220727 	B 	- 	0 	NULL 
t3 	20220727 	B 	- 	0 	NULL 
t4 	20220727 	B 	- 	0 	NULL 
t5 	20220727 	B 	- 	0 	NULL 
t6 	20220727 	B 	- 	0 	NULL 
t7 	20220727 	B 	- 	0 	NULL 
t8 	20220727 	B 	- 	0 	NULL 
t9 	20220727 	B 	- 	0 	NULL 
t10 	20220727 	B 	- 	0 	NULL 
t11 	20220727 	B 	- 	0 	NULL 
t12 	20220727 	B 	- 	0 	NULL 
t13 	20220727 	B 	- 	0 	NULL 
t14 	20220727 	B 	- 	0 	NULL 
t15 	20220727 	B 	- 	0 	NULL 
t16 	20220727 	B 	- 	0 	NULL 
t1 	20220727 	L 	- 	0 	NULL 
t2 	20220727 	L 	- 	0 	NULL 
t3 	20220727 	L 	- 	0 	NULL 
t4 	20220727 	L 	- 	0 	NULL 
t5 	20220727 	L 	- 	0 	NULL 
t6 	20220727 	L 	- 	0 	NULL 
t7 	20220727 	L 	- 	0 	NULL 
t8 	20220727 	L 	- 	0 	NULL 
t9 	20220727 	L 	- 	0 	NULL 
t10 	20220727 	L 	- 	0 	NULL 
t11 	20220727 	L 	- 	0 	NULL 
t12 	20220727 	L 	- 	0 	NULL 
t13 	20220727 	L 	- 	0 	NULL 
t14 	20220727 	L 	- 	0 	NULL 
t15 	20220727 	L 	- 	0 	NULL 
t16 	20220727 	L 	- 	0 	NULL 
t1 	20220727 	D 	- 	0 	NULL 
t2 	20220727 	D 	- 	0 	NULL 
t3 	20220727 	D 	- 	0 	NULL 
t4 	20220727 	D 	- 	0 	NULL 
t5 	20220727 	D 	- 	0 	NULL 
t6 	20220727 	D 	- 	0 	NULL 
t7 	20220727 	D 	- 	0 	NULL 
t8 	20220727 	D 	- 	0 	NULL 
t9 	20220727 	D 	- 	0 	NULL 
t10 	20220727 	D 	- 	0 	NULL 
t11 	20220727 	D 	- 	0 	NULL 
t12 	20220727 	D 	- 	0 	NULL 
t13 	20220727 	D 	- 	0 	NULL 
t14 	20220727 	D 	- 	0 	NULL 
t15 	20220727 	D 	- 	0 	NULL 
t16 	20220727 	D 	- 	0 	NULL 
t1 	20220728 	B 	- 	0 	NULL 
t2 	20220728 	B 	- 	0 	NULL 
t3 	20220728 	B 	- 	0 	NULL 
t4 	20220728 	B 	- 	0 	NULL 
t5 	20220728 	B 	- 	0 	NULL 
t6 	20220728 	B 	- 	0 	NULL 
t7 	20220728 	B 	- 	0 	NULL 
t8 	20220728 	B 	- 	0 	NULL 
t9 	20220728 	B 	- 	0 	NULL 
t10 	20220728 	B 	- 	0 	NULL 
t11 	20220728 	B 	- 	0 	NULL 
t12 	20220728 	B 	- 	0 	NULL 
t13 	20220728 	B 	- 	0 	NULL 
t14 	20220728 	B 	- 	0 	NULL 
t15 	20220728 	B 	- 	0 	NULL 
t16 	20220728 	B 	- 	0 	NULL 
t1 	20220728 	L 	- 	0 	NULL 
t2 	20220728 	L 	- 	0 	NULL 
t3 	20220728 	L 	- 	0 	NULL 
t4 	20220728 	L 	- 	0 	NULL 
t5 	20220728 	L 	- 	0 	NULL 
t6 	20220728 	L 	- 	0 	NULL 
t7 	20220728 	L 	- 	0 	NULL 
t8 	20220728 	L 	- 	0 	NULL 
t9 	20220728 	L 	- 	0 	NULL 
t10 	20220728 	L 	- 	0 	NULL 
t11 	20220728 	L 	- 	0 	NULL 
t12 	20220728 	L 	- 	0 	NULL 
t13 	20220728 	L 	- 	0 	NULL 
t14 	20220728 	L 	- 	0 	NULL 
t15 	20220728 	L 	- 	0 	NULL 
t16 	20220728 	L 	- 	0 	NULL 
t1 	20220728 	D 	- 	0 	NULL 
t2 	20220728 	D 	- 	0 	NULL 
t3 	20220728 	D 	- 	0 	NULL 
t4 	20220728 	D 	- 	0 	NULL 
t5 	20220728 	D 	- 	0 	NULL 
t6 	20220728 	D 	- 	0 	NULL 
t7 	20220728 	D 	- 	0 	NULL 
t8 	20220728 	D 	- 	0 	NULL 
t9 	20220728 	D 	- 	0 	NULL 
t10 	20220728 	D 	- 	0 	NULL 
t11 	20220728 	D 	- 	0 	NULL 
t12 	20220728 	D 	- 	0 	NULL 
t13 	20220728 	D 	- 	0 	NULL 
t14 	20220728 	D 	- 	0 	NULL 
t15 	20220728 	D 	- 	0 	NULL 
t16 	20220728 	D 	- 	0 	NULL 
t1 	20220729 	B 	- 	0 	NULL 
t2 	20220729 	B 	- 	0 	NULL 
t3 	20220729 	B 	- 	0 	NULL 
t4 	20220729 	B 	- 	0 	NULL 
t5 	20220729 	B 	- 	0 	NULL 
t6 	20220729 	B 	- 	0 	NULL 
t7 	20220729 	B 	- 	0 	NULL 
t8 	20220729 	B 	- 	0 	NULL 
t9 	20220729 	B 	- 	0 	NULL 
t10 	20220729 	B 	- 	0 	NULL 
t11 	20220729 	B 	- 	0 	NULL 
t12 	20220729 	B 	- 	0 	NULL 
t13 	20220729 	B 	- 	0 	NULL 
t14 	20220729 	B 	- 	0 	NULL 
t15 	20220729 	B 	- 	0 	NULL 
t16 	20220729 	B 	- 	0 	NULL 
t1 	20220729 	L 	- 	0 	NULL 
t2 	20220729 	L 	- 	0 	NULL 
t3 	20220729 	L 	- 	0 	NULL 
t4 	20220729 	L 	- 	0 	NULL 
t5 	20220729 	L 	- 	0 	NULL 
t6 	20220729 	L 	- 	0 	NULL 
t7 	20220729 	L 	- 	0 	NULL 
t8 	20220729 	L 	- 	0 	NULL 
t9 	20220729 	L 	- 	0 	NULL 
t10 	20220729 	L 	- 	0 	NULL 
t11 	20220729 	L 	- 	0 	NULL 
t12 	20220729 	L 	- 	0 	NULL 
t13 	20220729 	L 	- 	0 	NULL 
t14 	20220729 	L 	- 	0 	NULL 
t15 	20220729 	L 	- 	0 	NULL 
t16 	20220729 	L 	- 	0 	NULL 
t1 	20220729 	D 	- 	0 	NULL 
t2 	20220729 	D 	- 	0 	NULL 
t3 	20220729 	D 	- 	0 	NULL 
t4 	20220729 	D 	- 	0 	NULL 
t5 	20220729 	D 	- 	0 	NULL 
t6 	20220729 	D 	- 	0 	NULL 
t7 	20220729 	D 	- 	0 	NULL 
t8 	20220729 	D 	- 	0 	NULL 
t9 	20220729 	D 	- 	0 	NULL 
t10 	20220729 	D 	- 	0 	NULL 
t11 	20220729 	D 	- 	0 	NULL 
t12 	20220729 	D 	- 	0 	NULL 
t13 	20220729 	D 	- 	0 	NULL 
t14 	20220729 	D 	- 	0 	NULL 
t15 	20220729 	D 	- 	0 	NULL 
t16 	20220729 	D 	- 	0 	NULL 
t1 	20220730 	B 	- 	0 	NULL 
t2 	20220730 	B 	- 	0 	NULL 
t3 	20220730 	B 	- 	0 	NULL 
t4 	20220730 	B 	- 	0 	NULL 
t5 	20220730 	B 	- 	0 	NULL 
t6 	20220730 	B 	- 	0 	NULL 
t7 	20220730 	B 	- 	0 	NULL 
t8 	20220730 	B 	- 	0 	NULL 
t9 	20220730 	B 	- 	0 	NULL 
t10 	20220730 	B 	- 	0 	NULL 
t11 	20220730 	B 	- 	0 	NULL 
t12 	20220730 	B 	- 	0 	NULL 
t13 	20220730 	B 	- 	0 	NULL 
t14 	20220730 	B 	- 	0 	NULL 
t15 	20220730 	B 	- 	0 	NULL 
t16 	20220730 	B 	- 	0 	NULL 
t1 	20220730 	L 	- 	0 	NULL 
t2 	20220730 	L 	- 	0 	NULL 
t3 	20220730 	L 	- 	0 	NULL 
t4 	20220730 	L 	- 	0 	NULL 
t5 	20220730 	L 	- 	0 	NULL 
t6 	20220730 	L 	- 	0 	NULL 
t7 	20220730 	L 	- 	0 	NULL 
t8 	20220730 	L 	- 	0 	NULL 
t9 	20220730 	L 	- 	0 	NULL 
t10 	20220730 	L 	- 	0 	NULL 
t11 	20220730 	L 	- 	0 	NULL 
t12 	20220730 	L 	- 	0 	NULL 
t13 	20220730 	L 	- 	0 	NULL 
t14 	20220730 	L 	- 	0 	NULL 
t15 	20220730 	L 	- 	0 	NULL 
t16 	20220730 	L 	- 	0 	NULL 
t1 	20220730 	D 	- 	0 	NULL 
t2 	20220730 	D 	- 	0 	NULL 
t3 	20220730 	D 	- 	0 	NULL 
t4 	20220730 	D 	- 	0 	NULL 
t5 	20220730 	D 	- 	0 	NULL 
t6 	20220730 	D 	- 	0 	NULL 
t7 	20220730 	D 	- 	0 	NULL 
t8 	20220730 	D 	- 	0 	NULL 
t9 	20220730 	D 	- 	0 	NULL 
t10 	20220730 	D 	- 	0 	NULL 
t11 	20220730 	D 	- 	0 	NULL 
t12 	20220730 	D 	- 	0 	NULL 
t13 	20220730 	D 	- 	0 	NULL 
t14 	20220730 	D 	- 	0 	NULL 
t15 	20220730 	D 	- 	0 	NULL 
t16 	20220730 	D 	- 	0 	NULL 
t1 	20220731 	B 	- 	0 	NULL 
t2 	20220731 	B 	- 	0 	NULL 
t3 	20220731 	B 	- 	0 	NULL 
t4 	20220731 	B 	- 	0 	NULL 
t5 	20220731 	B 	- 	0 	NULL 
t6 	20220731 	B 	- 	0 	NULL 
t7 	20220731 	B 	- 	0 	NULL 
t8 	20220731 	B 	- 	0 	NULL 
t9 	20220731 	B 	- 	0 	NULL 
t10 	20220731 	B 	- 	0 	NULL 
t11 	20220731 	B 	- 	0 	NULL 
t12 	20220731 	B 	- 	0 	NULL 
t13 	20220731 	B 	- 	0 	NULL 
t14 	20220731 	B 	- 	0 	NULL 
t15 	20220731 	B 	- 	0 	NULL 
t16 	20220731 	B 	- 	0 	NULL 
t1 	20220731 	L 	- 	0 	NULL 
t2 	20220731 	L 	- 	0 	NULL 
t3 	20220731 	L 	- 	0 	NULL 
t4 	20220731 	L 	- 	0 	NULL 
t5 	20220731 	L 	- 	0 	NULL 
t6 	20220731 	L 	- 	0 	NULL 
t7 	20220731 	L 	- 	0 	NULL 
t8 	20220731 	L 	- 	0 	NULL 
t9 	20220731 	L 	- 	0 	NULL 
t10 	20220731 	L 	- 	0 	NULL 
t11 	20220731 	L 	- 	0 	NULL 
t12 	20220731 	L 	- 	0 	NULL 
t13 	20220731 	L 	- 	0 	NULL 
t14 	20220731 	L 	- 	0 	NULL 
t15 	20220731 	L 	- 	0 	NULL 
t16 	20220731 	L 	- 	0 	NULL 
t1 	20220731 	D 	- 	0 	NULL 
t2 	20220731 	D 	- 	0 	NULL 
t3 	20220731 	D 	- 	0 	NULL 
t4 	20220731 	D 	- 	0 	NULL 
t5 	20220731 	D 	- 	0 	NULL 
t6 	20220731 	D 	- 	0 	NULL 
t7 	20220731 	D 	- 	0 	NULL 
t8 	20220731 	D 	- 	0 	NULL 
t9 	20220731 	D 	- 	0 	NULL 
t10 	20220731 	D 	- 	0 	NULL 
t11 	20220731 	D 	- 	0 	NULL 
t12 	20220731 	D 	- 	0 	NULL 
t13 	20220731 	D 	- 	0 	NULL 
t14 	20220731 	D 	- 	0 	NULL 
t15 	20220731 	D 	- 	0 	NULL 
t16 	20220731 	D 	- 	0 	NULL 
t1 	20220801 	B 	- 	0 	NULL 
t2 	20220801 	B 	- 	0 	NULL 
t3 	20220801 	B 	- 	0 	NULL 
t4 	20220801 	B 	- 	0 	NULL 
t5 	20220801 	B 	- 	0 	NULL 
t6 	20220801 	B 	- 	0 	NULL 
t7 	20220801 	B 	- 	0 	NULL 
t8 	20220801 	B 	- 	0 	NULL 
t9 	20220801 	B 	- 	0 	NULL 
t10 	20220801 	B 	- 	0 	NULL 
t11 	20220801 	B 	- 	0 	NULL 
t12 	20220801 	B 	- 	0 	NULL 
t13 	20220801 	B 	- 	0 	NULL 
t14 	20220801 	B 	- 	0 	NULL 
t15 	20220801 	B 	- 	0 	NULL 
t16 	20220801 	B 	- 	0 	NULL 
t1 	20220801 	L 	- 	0 	NULL 
t2 	20220801 	L 	- 	0 	NULL 
t3 	20220801 	L 	- 	0 	NULL 
t4 	20220801 	L 	- 	0 	NULL 
t5 	20220801 	L 	- 	0 	NULL 
t6 	20220801 	L 	- 	0 	NULL 
t7 	20220801 	L 	- 	0 	NULL 
t8 	20220801 	L 	- 	0 	NULL 
t9 	20220801 	L 	- 	0 	NULL 
t10 	20220801 	L 	- 	0 	NULL 
t11 	20220801 	L 	- 	0 	NULL 
t12 	20220801 	L 	- 	0 	NULL 
t13 	20220801 	L 	- 	0 	NULL 
t14 	20220801 	L 	- 	0 	NULL 
t15 	20220801 	L 	- 	0 	NULL 
t16 	20220801 	L 	- 	0 	NULL 
t1 	20220801 	D 	- 	0 	NULL 
t2 	20220801 	D 	- 	0 	NULL 
t3 	20220801 	D 	- 	0 	NULL 
t4 	20220801 	D 	- 	0 	NULL 
t5 	20220801 	D 	- 	0 	NULL 
t6 	20220801 	D 	- 	0 	NULL 
t7 	20220801 	D 	- 	0 	NULL 
t8 	20220801 	D 	- 	0 	NULL 
t9 	20220801 	D 	- 	0 	NULL 
t10 	20220801 	D 	- 	0 	NULL 
t11 	20220801 	D 	- 	0 	NULL 
t12 	20220801 	D 	- 	0 	NULL 
t13 	20220801 	D 	- 	0 	NULL 
t14 	20220801 	D 	- 	0 	NULL 
t15 	20220801 	D 	- 	0 	NULL 
t16 	20220801 	D 	- 	0 	NULL 
t1 	20220802 	B 	- 	0 	NULL 
t2 	20220802 	B 	- 	0 	NULL 
t3 	20220802 	B 	- 	0 	NULL 
t4 	20220802 	B 	- 	0 	NULL 
t5 	20220802 	B 	- 	0 	NULL 
t6 	20220802 	B 	- 	0 	NULL 
t7 	20220802 	B 	- 	0 	NULL 
t8 	20220802 	B 	- 	0 	NULL 
t9 	20220802 	B 	- 	0 	NULL 
t10 	20220802 	B 	- 	0 	NULL 
t11 	20220802 	B 	- 	0 	NULL 
t12 	20220802 	B 	- 	0 	NULL 
t13 	20220802 	B 	- 	0 	NULL 
t14 	20220802 	B 	- 	0 	NULL 
